text,label
as soon as it surfaced we could all smell it its rancid breath reeked of halfdigested carrion and its own rotting innards dafri auriok champion,1
my medicine bag and i have treated countless wounds and illnesses but never have i seen so many made so sick for so long we will never eat squees cooking again orim journal,1
where hope has no champion evil rules all,0
who will stay the tyrants hand as ice and woe both grip our land the helpless feel his frozen brand the dynasty of winter kings,1
they leave a trail of ash and sorrow,0
is this the grave of a god a tunnel carved by the cosmos serpent it matters not it is no place for us iskene kannah storyteller,1
ill wring out your tiny mind like a sponge urborg witch,1
hey wait thats my boot darijo ivy street ruffian,1
the wise pay as much attention to what they throw away as to what they keep,1
the soldiers chopped and chopped and still the great tree stood frowning down at them,1
you should see your face right now,1
the first step toward transcending physical limitations is discarding assumptions about what is possible,1
dwell longest on the thoughts that shine brightest,1
sun quans long and successful rule in the years  to  was due to his ability to choose and foster talented advisors and generals,1
the dust beneath our feet was once part of a mighty civilization shall we too provide the path for a future generation sensei goldentail,1
spent a lifetime learning from predators picked up a few tricks,1
a permanent storm rages over the plain of cloudheath and drakes ride its currentstwo reminders that some elements of esper will not be controlled,1
the predator knows the true way of the world life is conflict only the strong survive garruk wildspeaker,1
here did the extinguisher steal the light from the world here will we sacrifice her to bring the great rekindling to our people illulia of nighthearth,1
shadow lances are crafted from harvested souls the more wicked the sinner the keener the blade,1
sing beauty sing for death and for the dead ashiok,1
only a madman could create such a door only an imbecile would open it,1
the beetles feed not on the flesh of corpses but on the metal grinding out the iron and steel to add to their own bulky shells,0
hush,0
they traverse the manastarved wastes in search of richer lands,0
the refuges defenses allow new recruits to see lesser eldrazi up close steeling their stomachs for whats to come,0
just think of me as the storm before the calm gerrard of the weatherlight,0
the gods think of us as insects perhaps there is wisdom in that perisophia the philosopher,1
every soldier has a place to stand and a role to play,1
laws apply only to those who lack the vision to see past them,1
no one knows when the tournament began all they know is that it will never end,0
every leaf tree and building in kujar has been placed to achieve maximum harmony in accordance with the elvish philosophy known as the great conduit,1
be fearless for a furious rebirth awaits you nylea god of the hunt,1
like their dragonlord the kolaghan take no trophies they find true fulfillment only in the battle itself in clash of steel and thunder of hooves,1
tamiyo wished only to observe the war but she soon realized neutrality was not an option,1
the forests cover offers shade shelter and an increased risk of sudden death,1
multanis heart is a seed and all of yavimaya is its flower there is as much life here as in the rest of dominaria together karn,1
do they seek knowledge or wealth are they bandits or benefactors it depends on who is chanting the tale nikou joraga bard,1
the truth will outshine all lies,0
ig and burf discovered the technique by accident when burf reached for his hammer and missed,1
to reach my age you must know when to bend with the winds and when to stand tall,0
in the soil of leadership sprout the seeds of immortality kaysa elder druid of the juniper,1
a pair of domesticated griffins escaped from captivity a century ago now the skies are filled with the songs of their descendants,1
the only thing that flies over the krosan forest is the wind,1
maybe they wanted to be on the winning side for once matoc lavamancer,1
he could handle any one of us but hes no match for all of us,1
this creature is inadequate send it to the splicers for innovation malcator executor of synthesis,0
throw that one back i dont like how its looking at me netos meletian fisherman,1
bravery shines brightest in a pure soul restela alaborn marshal,1
soothing whispers invite travelers to step closer closer closer    until they vanish soundlessly beneath the surface,1
an old family recipe for an old family grudge,1
when darkness closes in around us my blade will light our path,0
what was taken shall be restored arathel elvish queen,1
agreements with demons seldom end at the grave,1
her eyes blaze with the strength of twenty shields every glance is a salvation,0
bow before the might ofwait what,1
dance and bring forth the coil it is an umbilical to gaea herself fattening us with the earths rich bounty,0
he makes his home on the tallest mountain in sejiri where the vista is as endless as his patience,0
thanks to the wolves teljilad is the one area of mirrodin the myr dont see often,1
maybe next time,1
she is a theme of honor and renown    whose present courage may beat down our foes william shakespeare troilus and cressida,1
may they speed to their task for the skyknights alone cannot hold kjeldor safe arna kennerd skycaptain,0
hes paid his price now you pay mine,1
let them decry me for burning the dead im not giving those ghoulcallers any more fuel for their madness,1
magestudents drawn to the power of language choose silverquill the college of eloquence,0
wells that provide clean unhaunted water are rare enough to be worth building an entire town around,1
the bells may one day ring as an anthem of our own end kyu sageeye mystic,1
lets see how badly you want what you came for,1
vampires are now masters of their own fates commanders of their own legions,1
for a moment urza thought not of war and destruction but of the freedom of the skies,1
many tin street shops display a sign on the door no cloaks allowed,1
the concept of thoughtweft fascinates the nighthearth cult imagine bringing agony to an entire people by torturing just one,1
its speed will be equaled only by the swiftness of my enemys fall kaervek,1
one vampire for every family member ive lost,1
when raganorn unsealed the catacombs he found more than the dead and their treasures,0
its easy to lose sight of hope until you gaze out from my vantage point,1
many scholars believe that these creatures were the result of urzas first attempt at mechanical life perhaps created in his early days as an apprentice to tocasia,0
watch the voltage we dont need another charred crashing viashino bori andon izzet blastseeker,1
a crafter must imbue her weapon with part of her soulsomething the phyrexians are incapable of doing melira sylvok outcast,1
greven ilvec lifted vhati off his feet the fall will give you time to think on your failure,1
the selesyna welcome all to help them heal the citys wounds the price however is devotion to the guild and a selfless belief in trostani,1
the feline eternal felt lilianas command looked at her disdainfully flicked its paw and scampered away across the rooftops,1
death is no excuse to stop working,1
bring the spear of ancient briar bring the torch to light the pyre bring the one who trod our ground bring the spade to dig his mound,1
on otaria peace and harmony are rare places that provide both are cherished,1
enter and indulge your darkest fantasies for you may never pass this way again,1
light streaked down from the heavens and a voice whispered in the soldiers ear you shall not fall today,1
let everything return to its true nature so that destiny may takes its course,1
all questions will be answered during the hour of revelation,1
full of beauty and grace with a predators instincts   although she wanders i have always thought mirri belongs in llanowar most of all rofellos llanowar emissary,0
modern sarpadias swarming with thrulls its a testament to the orcs that theyve survived there so long elbieta argivian scholar,1
soramaro speaks through me listen and i will tell the wisdom of the ancestors,0
the spread of its hood eclipses all hope,0
a retreat to nature can inspire even the most jaded inventor,1
the storms of tarkir awaken more than dragons,1
they arent helping the forges send them to the surface furnace boss sector,0
phyrexia strives to simulate natural life but it cant resist improving on the design,0
what wears down my people most i think is not the danger but the endless screeching outside our camp merrik aidar benalish patrol,0
virtue cant survive without strength ardanna of the angelic council,0
you helped save my people from a phyrexian fate did you think i wouldnt return the favor eladamri to gerrard,1
only on the battlefield can we repay all the order has given us,0
from the first touch i know exactly what the metal wants to be,1
seen as unsavory the hunters were never allowed in townuntil one night they vanished,1
with carrion a rarity in the broken lands the hyenas that stalk the deserts hunt in packs,1
stand in the way of truth at your peril,1
many names and many memories bound together in grim purpose,1
unearthly and invisible fibers emanate from this sphere entangling all who draw near arcum dagsson soldevi machinist,1
show the enemy the true path and the spirit will yearn to follow it houn jeskai elder,1
blades and bravery go hand in hand,0
you can build a perfect machine out of imperfect parts urza,1
a vulshok weapon strikes with the fire of the forge that made it,0
its bigger than it thinks,1
if wisdom is a river then we cup our hands reach in and drink from it in sips the kami however are like fish swimming breathing surrounded in its presence dosan the falling leaf,1
mages often seek to emulate the powerful relics lost to time and apocalypse,1
boggarts divide the world into two categories things you can eat and things you have to chase down and pummel before you can eat,1
the second stage of the illness high fever and severe infectiousness phyrexian progress notes,0
there is no glory to be gained in the kingdom of the dead vec tomb inscription,1
if you pick a fight with one kithkin be ready to fight them all,1
known for their glowing horn and stonerattling roar zheng are the fiercest predators in the forest few survived before jiang yanggu came,1
so everyone gets what they truly deserve i will keep watch,1
one of the oriqs most powerful tools is the mage hunter a vile monstrosity created to seek out and snuff out the arcane,0
the only way to get mercadians to fight on the front lines is to give them really long weapons gerrard,1
if you hear a groaning noise in the cellar dont investigate dont split up just lock the door and barricade it emili guard captain,1
to survive you must seize every opportunity daghatar the adamant,0
where the nefashu pass blood rolls like a silk carpet,0
with innovative stabilizing techniques suja pavani brings this piece of the sky itself to the inventors fair,0
after seeing his lifes work drip away the mage decided it was a good time to go crazy,0
tawnos won fame as urzas greatest assistant after he created these warriors urza ended his apprenticeship promoting him directly to the rank of master,0
a lifetime of discipline forsaken in a moment of rage,0
squadrons of skyknights are available for deployment around the clock capable of reaching any district in the city within minutes,1
since it eats only carrion sometimes it needs to make some from scratch,1
lost in the woods is an optimistic way to describe a villagers disappearance found in the woods is frequently more appropriate,1
those dragons grow fast for a while they feed on squirrels and goblins and then suddenly youre missing a mammoth hurdek mazar mammoth trainer,1
i implore you not to forget the horrors of the past you would have us start the brothers war anew sorine relicbane soldevi heretic,0
it falls to the gods to help all become worthy of the afterlife,1
hate gets you only so far a pointy stick can close the rest of the distance,0
one tiny peg pulled from a single wagon wheel and an entire district grinds to a halt lazav,1
invincible is just a word gideon jura,1
ive come to reclaim what is mine and you greven are mine volrath,1
the noble steeds of the elven gods can sometimes be persuaded to allow mere mortals on their backs,0
faugh snorted tahngarth why would it make a meal of something like you squee looked relieved no he continued youd make a much better toothpick,0
pockets full of gold lungs full of brine,0
the smell of roasted flesh hung over the valley for hours onean sergeant,1
the demon had flown past the reach of ereboss whip but not the point of the sun gods spear,1
my goat was a small price to pay for the chance to see the hunting griffin dive and seize it pashad ibn asim suqata trader,1
do not mistake your lofty vantage point for safety shaper tuvasa,1
nature grows solutions to its problems,0
though many think of wolves as solitary predators they are actually extremely social animals during a hunt they often call to each other which can be quite unsettling for their prey,1
protected by glamers and guile glen elendra harbors the elusive oona queen of the fae,1
three daggers left in an angels back three enforcers with memory loss three keys stolen from my own beltand you talk of peace tajic to aurelia,1
hi ni ya behold the man of flint thats me  four lightnings zigzag from me strike and return navajo war chant,1
everything serves a purpose even you vorel of the hull clade,1
innistrad is a place where dreams invade the mind and mere shadows exact a terrible toll,1
the gates open to my new era,1
in a climate of suspicion isperia gathered the guilds to propose a radical idea cooperation,1
the light of beauty protects our journeys through darkness,1
how could you not hear it approach its a hippo argivian commander,1
i have been gifted by the kami with long life so far they have not seen fit to withdraw their gift there may yet be a way to stop the killing without more blood human or kami being spilled dosan the falling leaf,1
those that fall short of perfection can still contribute to the great work keskit the flesh sculptor,0
an eye for detail a mind for numbers a soul of clockwork,0
the unnatural pressures of life in this city are best withstood by lifeforms that adapt with unnatural swiftness momir vig,1
one distracts the victim the other extracts the valuables,1
the sound of the trumpets lights a fire in the hearts of the bold and snuffs the courage of the cowardly,0
your flesh is unprepared for my gifts,1
its so cute when its sleeping isnt it actually its still as abhorrent as ever but at least its not trying to kill us noyan dar tazeem lullmage,1
i use maps to find out where explorers have already been then i go the other way javad nasrin ondu relic hunter,1
my time will come when every soul will bask in my glory and obey my law,1
the forests constant struggle is to keep the spreading flowstone at bay,0
you were so eager to take and consume yet when asked to give you refuse,0
he grants endless wishes as long as you always wish for a blade,1
the constant shifting of dominarias shredded timeline played havoc with its atmosphere combining savage electrical storms from ages past,1
everyone wants to be on the winning side,1
i am that merry wanderer of the night william shakespeare a midsummer nights dream,1
silent slithering sinister,1
though the old holy wards and roadside shrines have begun to fail faith in avacyn still holds true power,1
the only true immortality is in dying for a cause halvor arensson kjeldoran priest,1
voska feared the artifact had come too easily,0
i certainly would have accepted my offer of eternal life but if you choose death instead who am i to argue,1
its good to learn from your failures but i prefer to learn from the failures of others jace beleren,1
i got your milk right here,0
i asked if they wanted to do things the easy way i meant easy for me,1
the ideas came flooding in so fast that they couldnt all be contained,1
only a mind unfettered with the concerns of the flesh can see the world as it truly is,1
the street swarm is the labor class that drives the golgaris endless cycle of life and death,1
doors walls skulls    it matters not all barriers will be broken,0
as the elves learned the hymns of angels the knights learned the roars of titans,1
we may have lost faith in our gods but we are far from losing faith in ourselves munda ambush leader,0
the flame paints a bright wheel on the sky then shifts into a stabbing spark the enemy falls the smoke of victory rises legends of the firedancer,1
the crueler vampires idea of freerange farming,1
the elves of naya were the last to acknowledge the massive shift of mana in their world,1
unlike previous conflicts the war between urza and mishra made dominaria itself a casualty of war,0
the soldier moved with fluid poise his awareness extending far beyond five senses,0
if the system is broken break the system domri rade,1
as my hands touched it i realized that i had not found itit had been leading me here,1
esper mages devised their weapons to be so devastating that war seemed unnecessary,1
one who is marked by a demon in life is sure to be remembered as one in death,0
let the land dwellers know the coast is no longer the border between our realms a new age of empire has begun,0
no signs of any suspicious activity yet,0
thassa felt no need to punish the sailors for their folly in crossing the straits the kraken would do it for her,1
her sword sings more beautifully than any choir,1
the cost of your opposition will be extracted from your wits nekusar the mindrazer,1
at last proof that its not all in my head,1
you need a six all right everyone she needs a six,1
too much workit takes a long time to break them in and more than a few recruits grebog goblin swinerider,1
my drivers are trustworthy i removed their tongues myself any other questions,1
the common folk are ceaselessly active the fields are fertile and the soil productive and neither flood nor drought plagues us a shu diplomat,1
kozileks brood infiltrates and deceives the spawn of ulamog mindlessly consume,0
in death as in life they protect the grand arbiter from exposure to contrary points of view,1
the pen is mightier than the crown,0
some spectators love an underdog but others are just as happy to support a proven winner,1
the beauty of it is they never see it coming ever razzix sparkmage,0
its plow wasnt designed for snow but to carve a path through shrieking armies,1
hong kong,1
the sea holds all that you need you simply must know how to ask for it,0
the best leaders are made by their followers,0
serum was once derived from mirrodins blinkmoths offering visions of inspiration now it is pulled from phyrexian inkmoths yielding visions of perfection,1
phyrexias machines take inspiration from nature twisted disturbing inspiration,1
the bear is never cautiouswhich is why it wasnt born a human mirri of the weatherlight,1
squee bounced up and down i sees a horsey an a piggy an a if you dont shut up hissed mirri youll see a kidney and a spleeny,1
her people angered zendikar and they faced the lands wrath that is why nissa is the last of the animists numa joraga chieftain,1
we cant quite determine what theyre doing but they seem to be doing it quite well vedalken research notes,1
if your blood doesnt run hot i will make it run in the sands maraxus of keld,0
a good gruul shaman can work a whole clan into a frenzy a great one will wait until the enemys nearby,1
a satyr is bound by nothingnot home not family not loyalty,1
tritons borrow the camouflage of their oceanic prey to become predators on land,0
just the place for a picnic murat death speaker,0
hurkyls research at the college of latnam wasnt enough to stop the two brothers but for centuries thereafter her spellcraft taught artificers restraint,1
the bears wade into time rifts to feed they do not fear the storms and they are quick enough to snatch prey just as it blinks in or out of time,1
with tilonallis gifts even the smallest of us can become great huatli,1
if youre looking for it its available the question is how much youre willing to pay,1
a solution in search of a problem,0
her palm flared like the eye of a waking dragon then all was calm,1
to exact his vengeance extus needed followers his infiltrators recruited promising magestudents from the very halls he sought to destroy,1
one alone is fearsome one among many is unstoppable benalish proverb,1
it fears no sword and leaves no bones behind,1
in the waning moments of war humanitys most ancient ancestors return but whose side shall they make their own isao enlightened bushi,1
a single eye blinded by rage,1
beauty to the eye does not always translate to the touch naimah femeref philospher,1
with a broadside assault captain vance carved the cliffs to form her new home,1
pass me from soul to soul  soldier to herder herder to beast beast to soil  until i am everywhere  then pass me those souls totem inscription translated,1
the most important skill in a mage tower match is keeping ones cool,1
those whose lives were uninspired are doomed to the wretched tedium of phylias in death,1
and at his passing the bodies of the worlds great warriors shall rise from their graves and follow him to battle the anvilonian grimoire,1
the raging behir reared back opened its terrible maw    and collapsed in a fit of horrifying giggles,1
all warfare is based on deception sun tzu art of war trans giles,1
its not my job to ask our leaders about their experiments at the knowledge pool its my job to make sure they can continue performing them,1
centuries of wind rain and roots compressed into an instant of destruction such is the power of selesnya,1
if the whole world burns ill never grow cold,1
no howl no snarl just the roar of flames,1
our unity renews our strength,1
her children are ever part of her,1
ive seen my share of baubles minister whatever ostentatious bit of glitter you have there wont convince me to  oh my emperor ayrelion,1
the most feared of azorius punishments is to be freedsent back out into the world stripped of all magical defenses,1
hallowed be this compilation of mixed objects,1
after the battle of pharagax bridge the champion spent many months among the leonin of oreskos she found that they were quick to take offense not because they were thinskinned but because they were always eager for a fight the theriad,1
you have given all to your kingdom dear knight serenity shall be your prize queen lian,1
headquartered at the bastion of the honorable the soldiers of ghirapur are charged with the task of keeping peace in the city,1
there is always another way,0
barrin always said that reality is relative the world he cautioned is but pieces of ones perception ertai wizard adept,1
the paladins would be wise not to forget about the pearl trident the merfolk warriors have turned the tide of more than one human war  and i have no doubt they shall do so again onean scholar,0
it wont bring them back but it will bring me peace,1
few remember that ashnods defilement of terisiares resources outstripped even that of her peers,1
since the war began fishermen dont sing to the kaijin to ask for full nets they guard the shore with thriceblessed spears saving the nets for their wives to pack their belongings and leave hayato master sailor,1
this is the forest primeval the murmuring pines and the hemlocks     stand like druids of old henry wadsworth longfellow evangeline,1
taniwha rolls in its sleep and the land is awash with the waves poetics of hanan,1
the wizards spellbook was full of burning questions,1
our kind has taken my gift for granted it is time to correct that folly,1
too chaotic for even the other warlords of keld maraxus has devoted himself to serving as a hired killer for the sinister volrath a man fond of his work hes more than willing to put in those extra hours needed to perfect his craft,1
treacherous and unpredictable currents around tolaria earned the nickname serpent wakes,1
cmon fiend ill carve you up like a harvesttide ham,1
anarchy comes in many forms social individual gruul,0
the orzhov contract the izzet to animate slum districts and banish them to the wastes the gruul adopt them and send them back to the city for vengeance,1
when the shadow of the aven falls across the battlefield hope rises in the hearts of the soldiers,1
this shield is a true rarity an artifact whose purpose is obvious arcum dagsson soldevi machinist,1
choices are rarely as simple as they seem,0
old home never forgotten new home ours forever,0
i see elk and lion and teeth a lot of teeth teraklos of meletis,1
while lazav schemed and nivmizzet researched trostani sought the future in the whispers of the past,1
its stature and stride increase with each step it takes,1
suddenly she couldnt see the acorns for the trees,1
inner strength is never seen until it makes all the difference,0
the winged helms of the guard are put on for pageantsbut taken off for war,0
i will not rest until every vestige of the consulateevery banner flag and standardhas fallen,1
the goblins revered it the viashino defended it only urza understood it,1
relative of yours ertai teased mirri simply sneered,0
oketras closest viziers are known as her chosen though others may have a better claim to that moniker,0
your signet is no symbol of power it marks only your need for numbers to aid you what do you do guildrat now that you face my blade alone,0
the vats are selfcontained worlds bubbling and churning with unnatural speed boiling down eons of change into moments,1
with innovative stabilizing techniques suja pavani brings this piece of the sky itself to the inventors fair,0
i am the storm,0
pathetic let me show you how its done,0
ogre shamans must be bright enough to learn their invocations and dim enough to use them,0
do not call the balduvians barbaric their magic is as potent as it is primal zur the enchanter,0
your own frailty is your undoing i am merely the one to expose it,1
der lwe zwinkerte ausdruck der femeref fr noch einmal davongekommen,1
it took three years for it to occur to him to use the chain as a weapon but once it did he made up for lost time,1
architects find inspiration in the dragons beauty of form while artificers are influenced by the function of its fire,1
i cannot read these runes yet somehow they seem like a warning have we passed unknowingly into a new realm ekken omenseeker navigator,0
legend speaks of the sun spear the mighty weapon that can strike any point in theros even the depths of the underworld,0
in the hold of the heart of kiran chandra answered dovin baans sabotage with an explosive retort,1
hesitation is for the faithless my belief lends me speed,1
of all the things that can be stolen opportunity is the most valuable,1
the wisdom of the past is written on the bones of ancients,1
priests of bant protect their temples with traps more elaborate than any mosaic floor,1
your path lies across the spine of the world where every cave hides some new danger,1
these are its last days but it will not go quietly,1
enjoy your deception vuel gerrard said as volraths features melted from the dead shapeshifter ill count this one as practice,1
fear the knight leaping from the water into the air weapon ready,0
he will carve out a legend for himself with his own two hands,1
valiant icatia was the last of the sarpadian empires to fall its faithful soldiers defended their cities to the very end sarpadian empires vol vi,0
why do you weep for the dead i rejoice for they have died for me fallen angel to serra,0
as the elves learned the hymns of angels the knights learned the roars of titans,0
after the battle of pharagax bridge the champion spent many months among the leonin of oreskos she found that they were quick to take offense not because they were thinskinned but because they were always eager for a fight the theriad,1
kithkin jealously hoard their knowledge of poultices and remedies so that no outside threat can benefit from their wisdom,1
grave robbers digging down cautiously listen for anything digging up,1
a spiteful force exists on ravnica that binds these ghosts to the land of the living but forbids them to touch it,0
grease up a firecannon good and proper with dinosaurliver oil and itll shoot just about anything,1
he does not tolerate intruders,0
as peace returned to thraben some cathars made the mistake of letting down their guard,0
people came from miles away just to see the head of the hammer,1
the dead whisper to the living if you listen you will learn maro,1
until all have found their place i will keep watch,0
passions cant be shackled by laws or mastered with logic the choice is freedom or death volume iv the book of fire,0
on mirrodin every conflict ends in either death or darksteel,1
few among the living understand just how much of their world is shaped by the ruins of the dead,0
there is beauty in the space between learning to fly and taking it for granted,1
kothophed bestowed upon liliana eternal youth carved into her skin as intricate tattoos,0
slow the consulate with whatever youve got jasi ganin master siphoner,1
marhault elsdragon follows a strict philosophy never letting emotions cloud his thoughts no chance observer could imagine the rage in his heart,1
eenie meenie minie moe    oh why not all of them jaya ballard task mage,1
